image_path,label
data/flower_images\Lilly\336f11c70d.jpg,Lilly
data/flower_images\Tulip\b3fc5c562f.jpg,Tulip
data/flower_images\Lotus\ca849c6a0f.jpg,Lotus
data/flower_images\Lotus\8986b399f5.jpg,Lotus
data/flower_images\Orchid\d5c3cc09a9.jpg,Orchid
data/flower_images\Tulip\6d237a56dc.jpg,Tulip
data/flower_images\Tulip\e9644acc02.jpg,Tulip
data/flower_images\Lotus\9ccc35e230.jpg,Lotus
data/flower_images\Lotus\c8ed020bb0.jpg,Lotus
data/flower_images\Tulip\e53639b8a5.jpg,Tulip
data/flower_images\Orchid\95f28bcc33.jpg,Orchid
data/flower_images\Sunflower\64e3fbf595.jpg,Sunflower
data/flower_images\Sunflower\f80ef66a29.jpg,Sunflower
data/flower_images\Sunflower\c624d8fc8d.jpg,Sunflower
data/flower_images\Lilly\2df691031c.jpg,Lilly
data/flower_images\Lotus\c1d67e4aad.jpg,Lotus
data/flower_images\Lotus\79bf456802.jpg,Lotus
data/flower_images\Lotus\063c011067.jpg,Lotus
data/flower_images\Lotus\cb89b575b2.jpg,Lotus
data/flower_images\Orchid\458b910522.jpg,Orchid
data/flower_images\Orchid\7a8ddab2eb.jpg,Orchid
data/flower_images\Lotus\d4def38487.jpg,Lotus
data/flower_images\Lotus\3858e3432b.jpg,Lotus
data/flower_images\Lotus\af6a3efba7.jpg,Lotus
data/flower_images\Orchid\f42092363b.jpg,Orchid
data/flower_images\Lilly\2b0a191210.jpg,Lilly
data/flower_images\Orchid\8e0a60eabd.jpg,Orchid
data/flower_images\Tulip\b28f93a399.jpg,Tulip
data/flower_images\Lotus\f8d9affffb.jpg,Lotus
data/flower_images\Lotus\7842ecaeda.jpg,Lotus
data/flower_images\Orchid\cd1bef68bd.jpg,Orchid
data/flower_images\Orchid\86a5baece6.jpg,Orchid
data/flower_images\Orchid\ef62ee77a9.jpg,Orchid
data/flower_images\Orchid\fb6108d185.jpg,Orchid
data/flower_images\Tulip\d1ed6fff9e.jpg,Tulip
data/flower_images\Sunflower\03eb2b5e02.jpg,Sunflower
data/flower_images\Lotus\943b283f93.jpg,Lotus
data/flower_images\Lilly\087568f59f.jpg,Lilly
data/flower_images\Lilly\ec20455368.jpg,Lilly
data/flower_images\Lotus\37a01a8fa6.jpg,Lotus
data/flower_images\Lotus\eec5f12738.jpg,Lotus
data/flower_images\Lotus\2110f319c7.jpg,Lotus
data/flower_images\Lilly\50434d1637.jpg,Lilly
data/flower_images\Tulip\e543c41dd5.jpg,Tulip
data/flower_images\Orchid\2d4ee50c2f.jpg,Orchid
data/flower_images\Sunflower\1d8d0d5bc3.jpg,Sunflower
data/flower_images\Lilly\7e8ff84fea.jpg,Lilly
data/flower_images\Lilly\367f19f54f.jpg,Lilly
data/flower_images\Orchid\ab494d7290.jpg,Orchid
data/flower_images\Sunflower\5c2658358e.jpg,Sunflower
data/flower_images\Sunflower\d1cd88adce.jpg,Sunflower
data/flower_images\Lilly\4e9c69f4b3.jpg,Lilly
data/flower_images\Sunflower\c9fdbc4e46.jpg,Sunflower
data/flower_images\Orchid\34fc2aa741.jpg,Orchid
data/flower_images\Lotus\114e22df81.jpg,Lotus
data/flower_images\Lilly\d489f10866.jpg,Lilly
data/flower_images\Sunflower\da0f03b9b7.jpg,Sunflower
data/flower_images\Orchid\4228d248f4.jpg,Orchid
data/flower_images\Lilly\37ddde8546.jpg,Lilly
data/flower_images\Sunflower\ff044ff503.jpg,Sunflower
data/flower_images\Lilly\ab5964d7a9.jpg,Lilly
data/flower_images\Lilly\8e24823cf9.jpg,Lilly
data/flower_images\Sunflower\4ac71e5db7.jpg,Sunflower
data/flower_images\Tulip\57617fa77f.jpg,Tulip
data/flower_images\Lilly\abb9c23c70.jpg,Lilly
data/flower_images\Lilly\3180ab874d.jpg,Lilly
data/flower_images\Tulip\43e4ecec6f.jpg,Tulip
data/flower_images\Orchid\81d4e2362b.jpg,Orchid
data/flower_images\Orchid\50d1e57a88.jpg,Orchid
data/flower_images\Tulip\434a3ee1b9.jpg,Tulip
data/flower_images\Lilly\4aaddae03b.jpg,Lilly
data/flower_images\Sunflower\b285aaad75.jpg,Sunflower
data/flower_images\Tulip\c57daab28c.jpg,Tulip
data/flower_images\Lilly\6d5d08a44a.jpg,Lilly
data/flower_images\Lilly\4c8c0ba072.jpg,Lilly
data/flower_images\Lotus\07008525a7.jpg,Lotus
data/flower_images\Lilly\86d16fad82.jpg,Lilly
data/flower_images\Sunflower\a38d6faf69.jpg,Sunflower
data/flower_images\Lilly\32b483906d.jpg,Lilly
data/flower_images\Orchid\2e76ff8175.jpg,Orchid
data/flower_images\Sunflower\e6cff4846c.jpg,Sunflower
data/flower_images\Lotus\dd5f6c19c1.jpg,Lotus
data/flower_images\Lilly\4829351a69.jpg,Lilly
data/flower_images\Lotus\bd7d6a2c81.jpg,Lotus
data/flower_images\Tulip\12ec421ec7.jpg,Tulip
data/flower_images\Orchid\2a373e1b53.jpg,Orchid
data/flower_images\Sunflower\eb3b44e3ba.jpg,Sunflower
data/flower_images\Lilly\1eb93c8043.jpg,Lilly
data/flower_images\Orchid\673da6a586.jpg,Orchid
data/flower_images\Lilly\3a1fe3fb75.jpg,Lilly
data/flower_images\Lilly\9f4426527a.jpg,Lilly
data/flower_images\Lotus\2ed79944f6.jpg,Lotus
data/flower_images\Sunflower\60e7faebad.jpg,Sunflower
data/flower_images\Orchid\6f99901548.jpg,Orchid
data/flower_images\Lilly\c8ae2364c9.jpg,Lilly
data/flower_images\Tulip\43698536ef.jpg,Tulip
data/flower_images\Lilly\769a385b3e.jpg,Lilly
data/flower_images\Tulip\64090ef434.jpg,Tulip
data/flower_images\Lilly\8a6c8d4fc5.jpg,Lilly
data/flower_images\Sunflower\211565a441.jpg,Sunflower
data/flower_images\Lotus\72890fff4c.jpg,Lotus
data/flower_images\Lilly\34682bf1b7.jpg,Lilly
data/flower_images\Orchid\9acf5724e3.jpg,Orchid
data/flower_images\Lilly\6696318393.jpg,Lilly
data/flower_images\Sunflower\f577bd0177.jpg,Sunflower
data/flower_images\Tulip\2e5a98488c.jpg,Tulip
data/flower_images\Tulip\c5b3f75fb8.jpg,Tulip
data/flower_images\Orchid\1a96a8f26f.jpg,Orchid
data/flower_images\Orchid\e486668727.jpg,Orchid
data/flower_images\Tulip\708117184e.jpg,Tulip
data/flower_images\Lilly\a4fe389eac.jpg,Lilly
data/flower_images\Lilly\b3b86fb853.jpg,Lilly
data/flower_images\Lotus\79e5272b22.jpg,Lotus
data/flower_images\Tulip\65bc1d5a45.jpg,Tulip
data/flower_images\Sunflower\0fcd665d5b.jpg,Sunflower
data/flower_images\Orchid\6902845fae.jpg,Orchid
data/flower_images\Lotus\c6b0a59168.jpg,Lotus
data/flower_images\Lilly\51473e2dcd.jpg,Lilly
data/flower_images\Sunflower\c3f6f301b7.jpg,Sunflower
data/flower_images\Tulip\e8136e73ee.jpg,Tulip
data/flower_images\Lilly\1eee44667a.jpg,Lilly
data/flower_images\Lilly\f40ed48377.jpg,Lilly
data/flower_images\Orchid\e6b437867a.jpg,Orchid
data/flower_images\Sunflower\664f18878b.jpg,Sunflower
data/flower_images\Lotus\a2b98f6355.jpg,Lotus
data/flower_images\Sunflower\51abb138b8.jpg,Sunflower
data/flower_images\Tulip\ffcc5248bf.jpg,Tulip
data/flower_images\Lotus\d45a7c17a3.jpg,Lotus
data/flower_images\Sunflower\312914b028.jpg,Sunflower
data/flower_images\Sunflower\01e996366e.jpg,Sunflower
data/flower_images\Sunflower\6817d610b1.jpg,Sunflower
data/flower_images\Tulip\8257396b36.jpg,Tulip
data/flower_images\Lotus\e678742ec9.jpg,Lotus
data/flower_images\Lotus\eb08a858e4.jpg,Lotus
data/flower_images\Lotus\45cc4204d3.jpg,Lotus
data/flower_images\Tulip\2b5ffa153c.jpg,Tulip
data/flower_images\Tulip\f68552009f.jpg,Tulip
data/flower_images\Tulip\e2beadb878.jpg,Tulip
data/flower_images\Tulip\17961c150e.jpg,Tulip
data/flower_images\Sunflower\28b45cf5cd.jpg,Sunflower
data/flower_images\Lotus\d289a5c4e8.jpg,Lotus
data/flower_images\Orchid\70765fb878.jpg,Orchid
data/flower_images\Sunflower\f21983ebbd.jpg,Sunflower
data/flower_images\Tulip\68c76e9332.jpg,Tulip
data/flower_images\Orchid\262769837e.jpg,Orchid
data/flower_images\Lotus\a365c8f98f.jpg,Lotus
data/flower_images\Lilly\c8195d3090.jpg,Lilly
data/flower_images\Sunflower\c90df775ae.jpg,Sunflower
data/flower_images\Lotus\ddad92ddc3.jpg,Lotus
data/flower_images\Orchid\dac0890288.jpg,Orchid
data/flower_images\Lilly\db4dcef503.jpg,Lilly
data/flower_images\Sunflower\46607e20fc.jpg,Sunflower
data/flower_images\Sunflower\d22bdfd101.jpg,Sunflower
data/flower_images\Lilly\1571f4ae2d.jpg,Lilly
data/flower_images\Lotus\c21186d2ff.jpg,Lotus
data/flower_images\Lotus\6c09ea37e5.jpg,Lotus
data/flower_images\Tulip\370bd931dd.jpg,Tulip
data/flower_images\Tulip\b34ef5c986.jpg,Tulip
data/flower_images\Tulip\5befd091b4.jpg,Tulip
data/flower_images\Tulip\8feb42aa5b.jpg,Tulip
data/flower_images\Sunflower\cd7f0b6000.jpg,Sunflower
data/flower_images\Orchid\415f0560ae.jpg,Orchid
data/flower_images\Sunflower\0c3a738004.jpg,Sunflower
data/flower_images\Orchid\74a4ca41d2.jpg,Orchid
data/flower_images\Lilly\7e080acb06.jpg,Lilly
data/flower_images\Sunflower\21349f4f74.jpg,Sunflower
data/flower_images\Tulip\50bbeacc60.jpg,Tulip
data/flower_images\Tulip\633f977ab9.jpg,Tulip
data/flower_images\Lotus\2a556a3730.jpg,Lotus
data/flower_images\Sunflower\bef095cb5e.jpg,Sunflower
data/flower_images\Lotus\bd8efee6dd.jpg,Lotus
data/flower_images\Tulip\d02b6ffe46.jpg,Tulip
data/flower_images\Orchid\6a5e03f9af.jpg,Orchid
data/flower_images\Sunflower\6611627faf.jpg,Sunflower
data/flower_images\Lilly\9c02c31622.jpg,Lilly
data/flower_images\Lotus\b73de89d62.jpg,Lotus
data/flower_images\Sunflower\96e9d3d2a7.jpg,Sunflower
data/flower_images\Lotus\f2c2421a64.jpg,Lotus
data/flower_images\Lotus\38bf949580.jpg,Lotus
data/flower_images\Orchid\13eb9afc56.jpg,Orchid
data/flower_images\Sunflower\6754dfe7f2.jpg,Sunflower
data/flower_images\Lilly\da5508dc13.jpg,Lilly
data/flower_images\Orchid\b5f37716b9.jpg,Orchid
data/flower_images\Lotus\0c0d2ac60b.jpg,Lotus
data/flower_images\Lotus\5da1d8b229.jpg,Lotus
data/flower_images\Lilly\5a140d4867.jpg,Lilly
data/flower_images\Lotus\29c0e41930.jpg,Lotus
data/flower_images\Orchid\c2b0c2c2b7.jpg,Orchid
data/flower_images\Sunflower\424b505216.jpg,Sunflower
data/flower_images\Lotus\71ce16989f.jpg,Lotus
data/flower_images\Sunflower\9a3b01597b.jpg,Sunflower
data/flower_images\Tulip\efb43694b2.jpg,Tulip
data/flower_images\Tulip\956c80ca17.jpg,Tulip
data/flower_images\Sunflower\a688725c04.jpg,Sunflower
data/flower_images\Lotus\428f77977d.jpg,Lotus
data/flower_images\Sunflower\5d7de35f96.jpg,Sunflower
data/flower_images\Lilly\5491cb74d3.jpg,Lilly
data/flower_images\Sunflower\b55705d2a7.jpg,Sunflower
data/flower_images\Sunflower\90d72bbeec.jpg,Sunflower
data/flower_images\Orchid\b7cb5afb28.jpg,Orchid
data/flower_images\Sunflower\ad441fe200.jpg,Sunflower
data/flower_images\Lotus\a45e462b19.jpg,Lotus
data/flower_images\Lotus\1cd84094d1.jpg,Lotus
data/flower_images\Lotus\dbec9ce776.jpg,Lotus
data/flower_images\Sunflower\8e08ba4106.jpg,Sunflower
data/flower_images\Sunflower\2760eba67f.jpg,Sunflower
data/flower_images\Sunflower\452e6dd561.jpg,Sunflower
data/flower_images\Lotus\aed1a95c1d.jpg,Lotus
data/flower_images\Lilly\7210ea9bbc.jpg,Lilly
data/flower_images\Orchid\415ffa516e.jpg,Orchid
data/flower_images\Lilly\749412e02d.jpg,Lilly
data/flower_images\Lotus\8f1d4fe942.jpg,Lotus
data/flower_images\Tulip\6a08334a24.jpg,Tulip
data/flower_images\Orchid\f3a4885f6d.jpg,Orchid
data/flower_images\Lilly\039eba79d4.jpg,Lilly
data/flower_images\Sunflower\a3028f4b68.jpg,Sunflower
data/flower_images\Lilly\efa0739yt4jpg,Lilly
data/flower_images\Lilly\422a534afa.jpg,Lilly
data/flower_images\Tulip\b435c106b2.jpg,Tulip
data/flower_images\Lilly\5b34f9c2d7.jpg,Lilly
data/flower_images\Tulip\a9fc8dcf8e.jpg,Tulip
data/flower_images\Lotus\a05e19f360.jpg,Lotus
data/flower_images\Orchid\4d956f11a5.jpg,Orchid
data/flower_images\Tulip\216b970994.jpg,Tulip
data/flower_images\Sunflower\2ace20e368.jpg,Sunflower
data/flower_images\Orchid\7bd71d13d4.jpg,Orchid
data/flower_images\Tulip\35b8453bb7.jpg,Tulip
data/flower_images\Tulip\2d17fa1a7a.jpg,Tulip
data/flower_images\Tulip\e2c3cc40ca.jpg,Tulip
data/flower_images\Sunflower\295da63f33.jpg,Sunflower
data/flower_images\Lilly\7dc25a962d.jpg,Lilly
data/flower_images\Lilly\d922fee01e.jpg,Lilly
data/flower_images\Lotus\bf4b9aed6f.jpg,Lotus
data/flower_images\Tulip\17e20fcdbb.jpg,Tulip
data/flower_images\Tulip\60a94168ba.jpg,Tulip
data/flower_images\Orchid\75b866ee3e.jpg,Orchid
data/flower_images\Tulip\39e441bb2d.jpg,Tulip
data/flower_images\Lilly\8167b803ee.jpg,Lilly
data/flower_images\Orchid\acca318d49.jpg,Orchid
data/flower_images\Orchid\ff7f9acb69.jpg,Orchid
data/flower_images\Lotus\efbaf713cb.jpg,Lotus
data/flower_images\Lotus\38c6826bac.jpg,Lotus
data/flower_images\Lotus\1b3e506121.jpg,Lotus
data/flower_images\Lotus\e84d7f5e57.jpg,Lotus
data/flower_images\Sunflower\6a59a70d1b.jpg,Sunflower
data/flower_images\Lotus\e18f50b940.jpg,Lotus
data/flower_images\Tulip\aeba494d91.jpg,Tulip
data/flower_images\Lilly\6d708c4c86.jpg,Lilly
data/flower_images\Orchid\607e28c782.jpg,Orchid
data/flower_images\Sunflower\2789931edc.jpg,Sunflower
data/flower_images\Orchid\d5ef1104a1.jpg,Orchid
data/flower_images\Orchid\19967d569b.jpg,Orchid
data/flower_images\Sunflower\0253d6171e.jpg,Sunflower
data/flower_images\Sunflower\2946029a99.jpg,Sunflower
data/flower_images\Orchid\f087415031.jpg,Orchid
data/flower_images\Sunflower\e77d8c5700.jpg,Sunflower
data/flower_images\Orchid\e90db326af.jpg,Orchid
data/flower_images\Lotus\1a137c0bd2.jpg,Lotus
data/flower_images\Lotus\746e2e2026.jpg,Lotus
data/flower_images\Lotus\baa07ef32c.jpg,Lotus
data/flower_images\Tulip\8004533611.jpg,Tulip
data/flower_images\Sunflower\d460935ac4.jpg,Sunflower
data/flower_images\Lilly\2c68eb48b9.jpg,Lilly
data/flower_images\Orchid\fb45ff3e80.jpg,Orchid
data/flower_images\Lotus\c73eca14b0.jpg,Lotus
data/flower_images\Lilly\9a469f273f.jpg,Lilly
data/flower_images\Lilly\a3092719ab.jpg,Lilly
data/flower_images\Lotus\eea7990c48.jpg,Lotus
data/flower_images\Tulip\43c187e667.jpg,Tulip
data/flower_images\Lotus\12229788db.jpg,Lotus
data/flower_images\Tulip\6f0578b4a5.jpg,Tulip
data/flower_images\Tulip\25a9505629.jpg,Tulip
data/flower_images\Tulip\3d23c5e041.jpg,Tulip
data/flower_images\Tulip\dd3d9a8324.jpg,Tulip
data/flower_images\Lilly\5455e08529.jpg,Lilly
data/flower_images\Orchid\0cd6203ae7.jpg,Orchid
data/flower_images\Orchid\a649430547.jpg,Orchid
data/flower_images\Orchid\32e71c2f05.jpg,Orchid
data/flower_images\Lilly\9d41cd0bbc.jpg,Lilly
data/flower_images\Lotus\9c5183cd89.jpg,Lotus
data/flower_images\Orchid\e8dc91817b.jpg,Orchid
data/flower_images\Tulip\d1e5f77547.jpg,Tulip
data/flower_images\Sunflower\e2eb9eaf2f.jpg,Sunflower
data/flower_images\Lotus\eb17213ced.jpg,Lotus
data/flower_images\Tulip\2aacfb8737.jpg,Tulip
data/flower_images\Tulip\760f5f5b07.jpg,Tulip
data/flower_images\Lilly\bde5f846f1.jpg,Lilly
data/flower_images\Lilly\8320c9d5be.jpg,Lilly
data/flower_images\Sunflower\cb8a15689d.jpg,Sunflower
data/flower_images\Lilly\08ddd943fd.jpg,Lilly
data/flower_images\Orchid\ed2348bdbf.jpg,Orchid
data/flower_images\Lotus\2834841109.jpg,Lotus
data/flower_images\Lilly\bc776c624b.jpg,Lilly
data/flower_images\Lotus\80764094e0.jpg,Lotus
data/flower_images\Sunflower\758055c6d3.jpg,Sunflower
data/flower_images\Sunflower\c3171f9280.jpg,Sunflower
data/flower_images\Orchid\9b1dad3671.jpg,Orchid
data/flower_images\Lilly\c539f11e1c.jpg,Lilly
data/flower_images\Sunflower\7c6d2c7a14.jpg,Sunflower
data/flower_images\Orchid\f1819f90em.jpg,Orchid
data/flower_images\Lilly\3d2c5bc5fb.jpg,Lilly
data/flower_images\Lilly\d8516f7e87.jpg,Lilly
data/flower_images\Orchid\45f094bf9d.jpg,Orchid
data/flower_images\Tulip\435e75003a.jpg,Tulip
data/flower_images\Lilly\68248d934f.jpg,Lilly
data/flower_images\Lilly\2f64eabf41.jpg,Lilly
data/flower_images\Lilly\87576e716c.jpg,Lilly
data/flower_images\Orchid\375c53d0e7.jpg,Orchid
data/flower_images\Orchid\4e37839402.jpg,Orchid
data/flower_images\Orchid\95473a83b9.jpg,Orchid
data/flower_images\Lilly\99b63ccc55.jpg,Lilly
data/flower_images\Orchid\1c2bcb73d6.jpg,Orchid
data/flower_images\Lotus\d132d383b2.jpg,Lotus
data/flower_images\Sunflower\6f067d3321.jpg,Sunflower
data/flower_images\Lotus\296cb02182.jpg,Lotus
data/flower_images\Tulip\3819bb18f9.jpg,Tulip
data/flower_images\Sunflower\1eecf7a4c5.jpg,Sunflower
data/flower_images\Sunflower\a999695fc5.jpg,Sunflower
data/flower_images\Lotus\9f21409118.jpg,Lotus
data/flower_images\Lotus\ee423a544a.jpg,Lotus
data/flower_images\Sunflower\080cd13876.jpg,Sunflower
data/flower_images\Lilly\8de9279b30.jpg,Lilly
data/flower_images\Sunflower\911b9ff5fa.jpg,Sunflower
data/flower_images\Tulip\3e202cea82.jpg,Tulip
data/flower_images\Orchid\67b6d46d7a.jpg,Orchid
data/flower_images\Lotus\788c3fa819.jpg,Lotus
data/flower_images\Orchid\a3cc16d037.jpg,Orchid
data/flower_images\Lotus\d79732e736.jpg,Lotus
data/flower_images\Tulip\ecc10d2bbb.jpg,Tulip
data/flower_images\Sunflower\79178e774c.jpg,Sunflower
data/flower_images\Lotus\8996975039.jpg,Lotus
data/flower_images\Tulip\5228f2ab36.jpg,Tulip
data/flower_images\Orchid\7d990037c4.jpg,Orchid
data/flower_images\Tulip\340648c9e0.jpg,Tulip
data/flower_images\Lotus\2c6c8e8961.jpg,Lotus
data/flower_images\Lotus\6ed95a14d5.jpg,Lotus
data/flower_images\Lilly\532a8ef4d5.jpg,Lilly
data/flower_images\Lotus\0f059b8043.jpg,Lotus
data/flower_images\Sunflower\516552506e.jpg,Sunflower
data/flower_images\Tulip\bb6c3b8a17.jpg,Tulip
data/flower_images\Sunflower\d8d8f09942.jpg,Sunflower
data/flower_images\Orchid\9e406cf8d8.jpg,Orchid
data/flower_images\Lotus\bf356d0a39.jpg,Lotus
data/flower_images\Lotus\312787fb22.jpg,Lotus
data/flower_images\Lilly\9cd4a405eb.jpg,Lilly
data/flower_images\Lotus\608a0c186f.jpg,Lotus
data/flower_images\Orchid\deba5dab16.jpg,Orchid
data/flower_images\Lotus\2fd93d296d.jpg,Lotus
data/flower_images\Lilly\53a892dd58.jpg,Lilly
data/flower_images\Lilly\a46178db4d.jpg,Lilly
data/flower_images\Lilly\e2bd86354a.jpg,Lilly
data/flower_images\Sunflower\de3a4681d9.jpg,Sunflower
data/flower_images\Lotus\1e843a910f.jpg,Lotus
data/flower_images\Lotus\e4e8d3f753.jpg,Lotus
data/flower_images\Tulip\a5e17c1e69.jpg,Tulip
data/flower_images\Tulip\caed8c554b.jpg,Tulip
data/flower_images\Tulip\82d449e96b.jpg,Tulip
data/flower_images\Tulip\3ab0d06b0d.jpg,Tulip
data/flower_images\Lotus\9b780df240.jpg,Lotus
data/flower_images\Sunflower\4f890478f3.jpg,Sunflower
data/flower_images\Orchid\90d87c36e0.jpg,Orchid
data/flower_images\Lotus\8de21a667d.jpg,Lotus
data/flower_images\Tulip\545703a8dc.jpg,Tulip
data/flower_images\Lotus\05fb18848c.jpg,Lotus
data/flower_images\Lotus\f59d61e700.jpg,Lotus
data/flower_images\Tulip\fdf01cea88.jpg,Tulip
data/flower_images\Lotus\b991008eae.jpg,Lotus
data/flower_images\Lotus\ba36967b1b.jpg,Lotus
data/flower_images\Lotus\79b522ff8b.jpg,Lotus
data/flower_images\Lilly\cce61a6dd3.jpg,Lilly
data/flower_images\Orchid\d84a66c0c6.jpg,Orchid
data/flower_images\Lilly\f83404348c.jpg,Lilly
data/flower_images\Tulip\b213d17264.jpg,Tulip
data/flower_images\Tulip\e4c487eb47.jpg,Tulip
data/flower_images\Lotus\b485323a13.jpg,Lotus
data/flower_images\Tulip\ab21a717c7.jpg,Tulip
data/flower_images\Lotus\8404564c32.jpg,Lotus
data/flower_images\Orchid\6ad0e17882.jpg,Orchid
data/flower_images\Orchid\0509c511f2.jpg,Orchid
data/flower_images\Tulip\8a6f50df94.jpg,Tulip
data/flower_images\Lotus\c603051ee5.jpg,Lotus
data/flower_images\Lilly\3070028ace.jpg,Lilly
data/flower_images\Lotus\9026e1f61e.jpg,Lotus
data/flower_images\Tulip\35f798b25f.jpg,Tulip
data/flower_images\Lotus\7a3b61c15b.jpg,Lotus
data/flower_images\Tulip\706244c8ec.jpg,Tulip
data/flower_images\Lilly\397d2808ed.jpg,Lilly
data/flower_images\Sunflower\e6c97d07e5.jpg,Sunflower
data/flower_images\Sunflower\bb92c26d7c.jpg,Sunflower
data/flower_images\Lilly\aec6b37bbc.jpg,Lilly
data/flower_images\Orchid\97cccfe39d.jpg,Orchid
data/flower_images\Orchid\3e3b4a68a5.jpg,Orchid
data/flower_images\Orchid\3fc873ad6d.jpg,Orchid
data/flower_images\Lotus\1a6acb0e49.jpg,Lotus
data/flower_images\Lotus\cbba474796.jpg,Lotus
data/flower_images\Sunflower\301102e48b.jpg,Sunflower
data/flower_images\Orchid\72b4fecfb7.jpg,Orchid
data/flower_images\Lilly\99af4087fc.jpg,Lilly
data/flower_images\Sunflower\ab8525f7c0.jpg,Sunflower
data/flower_images\Sunflower\b9791bb413.jpg,Sunflower
data/flower_images\Lilly\9042aabf7a.jpg,Lilly
data/flower_images\Orchid\0f590b4894.jpg,Orchid
data/flower_images\Tulip\6a171e52ff.jpg,Tulip
data/flower_images\Lotus\2ec3630caf.jpg,Lotus
data/flower_images\Lilly\e03a6752ad.jpg,Lilly
data/flower_images\Sunflower\20be2e59f9.jpg,Sunflower
data/flower_images\Lotus\bdf3ad08f4.jpg,Lotus
data/flower_images\Orchid\a8bf5ec11e.jpg,Orchid
data/flower_images\Lilly\ced126775f.jpg,Lilly
data/flower_images\Sunflower\4812be938f.jpg,Sunflower
data/flower_images\Lotus\dd27408542.jpg,Lotus
data/flower_images\Lilly\374709d0e1.jpg,Lilly
data/flower_images\Lilly\4d9072a54e.jpg,Lilly
data/flower_images\Lotus\1dd48ce561.jpg,Lotus
data/flower_images\Orchid\38c341795f.jpg,Orchid
data/flower_images\Lotus\9f08bcacaf.jpg,Lotus
data/flower_images\Lotus\44362ea49f.jpg,Lotus
data/flower_images\Lilly\fab778de3d.jpg,Lilly
data/flower_images\Tulip\319cd9b052.jpg,Tulip
data/flower_images\Lotus\a107fa30c4.jpg,Lotus
data/flower_images\Lilly\5958836eb1.jpg,Lilly
data/flower_images\Tulip\8af0ac58fb.jpg,Tulip
data/flower_images\Orchid\0512878343.jpg,Orchid
data/flower_images\Sunflower\b48976c034.jpg,Sunflower
data/flower_images\Orchid\9244b1b1d2.jpg,Orchid
data/flower_images\Sunflower\0ca64cd13c.jpg,Sunflower
data/flower_images\Lotus\39f2072760.jpg,Lotus
data/flower_images\Lilly\44fe9f3983.jpg,Lilly
data/flower_images\Lotus\85afcde634.jpg,Lotus
data/flower_images\Lotus\c887d5e1cb.jpg,Lotus
data/flower_images\Tulip\bede6d7797.jpg,Tulip
data/flower_images\Lotus\c6c75b7379.jpg,Lotus
data/flower_images\Tulip\575deab63a.jpg,Tulip
data/flower_images\Lilly\0f684636c4.jpg,Lilly
data/flower_images\Sunflower\78fb7e5be7.jpg,Sunflower
data/flower_images\Tulip\b0752dfcd6.jpg,Tulip
data/flower_images\Tulip\658d105039.jpg,Tulip
data/flower_images\Orchid\6bc99e9f4a.jpg,Orchid
data/flower_images\Orchid\c5b6730a77.jpg,Orchid
data/flower_images\Orchid\59b8b2980e.jpg,Orchid
data/flower_images\Lotus\093ed8029f.jpg,Lotus
data/flower_images\Lotus\1839e5d16a.jpg,Lotus
data/flower_images\Lilly\88421e6af9.jpg,Lilly
data/flower_images\Lotus\0cd4d2960b.jpg,Lotus
data/flower_images\Lotus\e5e156cce6.jpg,Lotus
data/flower_images\Tulip\5d7799ca2d.jpg,Tulip
data/flower_images\Lilly\08733b7c68.jpg,Lilly
data/flower_images\Lilly\b7c4fad6ad.jpg,Lilly
data/flower_images\Tulip\f66e621763.jpg,Tulip
data/flower_images\Tulip\bafe9e6f48.jpg,Tulip
data/flower_images\Sunflower\e3d2a8f624.jpg,Sunflower
data/flower_images\Lotus\6e6560c3c7.jpg,Lotus
data/flower_images\Orchid\8210cc4d33.jpg,Orchid
data/flower_images\Lilly\6e8059d864.jpg,Lilly
data/flower_images\Orchid\7a4fd94dd0.jpg,Orchid
data/flower_images\Lilly\e6aae99987.jpg,Lilly
data/flower_images\Tulip\374257aa90.jpg,Tulip
data/flower_images\Tulip\573f90618f.jpg,Tulip
data/flower_images\Tulip\7ebf56d4cd.jpg,Tulip
data/flower_images\Tulip\6ce697972d.jpg,Tulip
data/flower_images\Orchid\4a1fa39673.jpg,Orchid
data/flower_images\Tulip\9668130a60.jpg,Tulip
data/flower_images\Lotus\3dac6e3140.jpg,Lotus
data/flower_images\Lilly\e520b62957.jpg,Lilly
data/flower_images\Sunflower\a04da4f6e8.jpg,Sunflower
data/flower_images\Sunflower\39e2bc0b0d.jpg,Sunflower
data/flower_images\Orchid\d98ed744c2.jpg,Orchid
data/flower_images\Lilly\817f85db7f.jpg,Lilly
data/flower_images\Sunflower\372ccf75f2.jpg,Sunflower
data/flower_images\Lilly\31eda67b8c.jpg,Lilly
data/flower_images\Lotus\936a126a18.jpg,Lotus
data/flower_images\Orchid\b31e1eb40d.jpg,Orchid
data/flower_images\Lilly\52d2e67d73.jpg,Lilly
data/flower_images\Sunflower\8fcbf8044f.jpg,Sunflower
data/flower_images\Lotus\8b20ef02cc.jpg,Lotus
data/flower_images\Lotus\d8dc5f6904.jpg,Lotus
data/flower_images\Orchid\66de08d28e.jpg,Orchid
data/flower_images\Lotus\e9e50f59e0.jpg,Lotus
data/flower_images\Lotus\d9fc7dcf17.jpg,Lotus
data/flower_images\Orchid\1ed78f8eb6.jpg,Orchid
data/flower_images\Tulip\6b760aed45.jpg,Tulip
data/flower_images\Lotus\259831c4d1.jpg,Lotus
